Fecha y Hora,Estado,Valor de Predicción
2024-09-30 03:11:19,Inestable,0.52667725
2024-09-30 03:11:19,Estable,0.49710867
2024-09-30 03:11:19,Estable,0.4948656
2024-09-30 03:11:19,Estable,0.4993064
2024-09-30 03:11:19,Estable,0.49183464
2024-09-30 03:11:19,Inestable,0.5081278
2024-09-30 03:11:19,Inestable,0.5281806
2024-09-30 03:11:19,Inestable,0.5253699
2024-09-30 03:11:19,Inestable,0.5452689
2024-09-30 03:11:19,Inestable,0.5505603
2024-09-30 03:11:19,Inestable,0.5791302
2024-09-30 03:11:19,Inestable,0.5658641
2024-09-30 03:11:19,Inestable,0.5799875
2024-09-30 03:11:20,Inestable,0.5769723
2024-09-30 03:11:20,Inestable,0.5820241
2024-09-30 03:11:20,Inestable,0.5968181
2024-09-30 03:11:20,Inestable,0.59753466
2024-09-30 03:11:20,Inestable,0.60475504
2024-09-30 03:11:20,Inestable,0.5924597
2024-09-30 03:11:20,Inestable,0.5941736
2024-09-30 03:11:20,Inestable,0.59761155
2024-09-30 03:11:20,Inestable,0.6103052
2024-09-30 03:11:20,Inestable,0.6112573
2024-09-30 03:11:20,Inestable,0.61864936
2024-09-30 03:11:20,Inestable,0.61815095
2024-09-30 03:11:20,Inestable,0.6254455
2024-09-30 03:11:20,Inestable,0.6430896
2024-09-30 03:11:20,Inestable,0.6474506
